TIME,TYPE,SUBJECT_ID,VALUE
1,Infections Observed,North Central Bronx Hospital,
1,Infections Observed,Brookdale Hospital Medical Center,3
1,Infections Observed,Brooklyn Hospital Center - Downtown Campus,7
1,Infections Observed,"New York Community Hospital of Brooklyn, Inc",3
1,Infections Observed,Coney Island Hospital,8
1,Infections Observed,Kings County Hospital Center,2
1,Infections Observed,SUNY Downstate Medical Center at LICH,16
1,Infections Observed,Lutheran Medical Center,4
1,Infections Observed,Maimonides Medical Center,28
1,Infections Observed,New York Methodist Hospital,5
1,Infections Observed,Interfaith Medical Center,0
1,Infections Observed,Kingsbrook Jewish Medical Center,7
1,Infections Observed,Wyckoff Heights Medical Center,4
1,Infections Observed,University Hospital of Brooklyn,5
1,Infections Observed,Mount Sinai Beth Israel Brooklyn,0
1,Infections Observed,New York-Presbyterian/Lower Manhattan Hospital,4
1,Infections Observed,Bellevue Hospital Center,20
1,Infections Observed,Mount Sinai Beth Israel,45
1,Infections Observed,Harlem Hospital Center,1
1,Infections Observed,NYU Hospital for Joint Diseases,8
1,Infections Observed,Hospital for Special Surgery,4
1,Infections Observed,Lenox Hill Hospital,32
1,Infections Observed,Memorial Hospital for Cancer and Allied Diseases,19
1,Infections Observed,Metropolitan Hospital Center,5
1,Infections Observed,Mount Sinai Hospital,45
1,Infections Observed,New York Presbyterian Hospital - New York Weill Cornell Center,32
1,Infections Observed,NYU Hospitals Center,28
1,Infections Observed,New York Presbyterian Hospital - Columbia Presbyterian Center,38
1,Infections Observed,Mount Sinai Roosevelt,10
1,Infections Observed,Mount Sinai St. Luke's,23
1,Infections Observed,SVCMC-St Vincents Manhattan,18
1,Infections Observed,Elmhurst Hospital Center,1
1,Infections Observed,Flushing Hospital Medical Center,3
1,Infections Observed,Jamaica Hospital Medical Center,6
1,Infections Observed,Long Island Jewish Medical Center,15
1,Infections Observed,Peninsula Hospital Center,2
1,Infections Observed,Queens Hospital Center,3
1,Infections Observed,St Johns Queens Hospital,6
1,Infections Observed,St Johns Episcopal Hospital So Shore,1
1,Infections Observed,New York Hospital Medical Center of Queens,21
1,Infections Observed,Forest Hills Hospital,9
1,Infections Observed,Mount Sinai Hospital - Mount Sinai Hospital of Queens,5
1,Infections Observed,Woodhull Medical & Mental Health Center,2
1,Infections Observed,Richmond University Medical Center,4
1,Infections Observed,Staten Island University Hosp-North,21
1,Infections Observed,North General Hospital,4
1,Infections Observed,Mary Immaculate Hospital,2
1,Infections Observed,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,9
1,Infections Observed,Millard Fillmore Suburban Hospital,11
1,Infections Observed,New York Presbyterian Hospital - Allen Hospital,0
2,Infections Observed,Albany Medical Center Hospital,29
2,Infections Observed,Albany Memorial Hospital,1
2,Infections Observed,St Peters Hospital,25
2,Infections Observed,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,
2,Infections Observed,Our Lady of Lourdes Memorial Hospital Inc,12
2,Infections Observed,United Health Services Hospitals Inc. - Wilson Medical Center,18
2,Infections Observed,Olean General Hospital,4
2,Infections Observed,Auburn Community Hospital,2
2,Infections Observed,Brooks Memorial Hospital,0
2,Infections Observed,Woman's Christian Association,5
2,Infections Observed,TLC Health Network Lake Shore Hospital,0
2,Infections Observed,Arnot Ogden Medical Center,17
2,Infections Observed,St Josephs Hospital,0
2,Infections Observed,Chenango Memorial Hospital Inc,0
2,Infections Observed,Champlain Valley Physicians Hospital Medical Center,11
2,Infections Observed,Columbia Memorial Hospital,3
2,Infections Observed,Cortland Regional Medical Center Inc,1
2,Infections Observed,Mid-Hudson Valley Division of Westchester Medical Center,6
2,Infections Observed,Vassar Brothers Medical Center,7
2,Infections Observed,Northern Dutchess Hospital,3
2,Infections Observed,Buffalo General Medical Center,39
2,Infections Observed,Women And Children's Hospital Of Buffalo,0
2,Infections Observed,Erie County Medical Center,9
2,Infections Observed,Mercy Hospital,36
2,Infections Observed,Millard Fillmore Hospital,10
2,Infections Observed,Roswell Park Cancer Institute,8
2,Infections Observed,Sisters of Charity Hospital,9
2,Infections Observed,University Hospital,11
2,Infections Observed,Kenmore Mercy Hospital,7
2,Infections Observed,Sisters of Charity Hospital - St Joseph Campus,7
2,Infections Observed,Adirondack Medical Center-Saranac Lake Site,3
2,Infections Observed,Alice Hyde Medical Center,1
2,Infections Observed,Nathan Littauer Hospital,4
2,Infections Observed,United Memorial Medical Center North Street Campus,4
2,Infections Observed,Samaritan Medical Center,2
2,Infections Observed,Carthage Area Hospital Inc,
2,Infections Observed,Lewis County General Hospital,2
2,Infections Observed,Nicholas H Noyes Memorial Hospital,2
2,Infections Observed,Oneida Healthcare,3
2,Infections Observed,Community Memorial Hospital Inc,2
2,Infections Observed,Highland Hospital,15
2,Infections Observed,Rochester General Hospital,21
2,Infections Observed,Strong Memorial Hospital,26
2,Infections Observed,Lakeside Memorial Hospital,0
2,Infections Observed,The Unity Hospital of Rochester,4
2,Infections Observed,St. Mary's Healthcare,2
2,Infections Observed,Glen Cove Hospital,10
2,Infections Observed,Long Beach Medical Center,0
2,Infections Observed,Winthrop-University Hospital,26
2,Infections Observed,Mercy Medical Center,0
2,Infections Observed,Franklin Hospital,0
2,Infections Observed,South Nassau Communities Hospital,18
2,Infections Observed,Nassau University Medical Center,2
2,Infections Observed,North Shore University Hospital,43
2,Infections Observed,Syosset Hospital,2
2,Infections Observed,St. Joseph Hospital,3
2,Infections Observed,Plainview Hospital,14
2,Infections Observed,St Francis Hospital,35
2,Infections Observed,Eastern Niagara Hospital - Lockport Division,3
2,Infections Observed,Niagara Falls Memorial Medical Center,0
2,Infections Observed,Degraff Memorial Hospital,3
2,Infections Observed,Mount St Marys Hospital and Health Center,4
2,Infections Observed,Eastern Niagara Hospital - Newfane Division,0
2,Infections Observed,"Rome Memorial Hospital, Inc",2
2,Infections Observed,St Elizabeth Medical Center,12
2,Infections Observed,Faxton-St Lukes Healthcare St Lukes Division,1
2,Infections Observed,UPSTATE University Hospital at Community General,3
2,Infections Observed,St Josephs Hospital Health Center,40
2,Infections Observed,University Hospital SUNY Health Science Center,9
2,Infections Observed,Crouse Hospital,18
2,Infections Observed,Geneva General Hospital,1
2,Infections Observed,Clifton Springs Hospital and Clinic,1
2,Infections Observed,F F Thompson Hospital,2
2,Infections Observed,St Luke's Cornwall Hospital/Newburgh,2
2,Infections Observed,Orange Regional Medical Center,4
2,Infections Observed,St Anthony Community Hospital,1
2,Infections Observed,Bon Secours Community Hospital,1
2,Infections Observed,Medina Memorial Hospital,0
2,Infections Observed,Oswego Hospital,0
2,Infections Observed,Aurelia Osborn Fox Memorial Hospital,3
2,Infections Observed,Mary Imogene Bassett Hospital,10
2,Infections Observed,Putnam Hospital Center,1
2,Infections Observed,St. Mary's Hospital,9
2,Infections Observed,Samaritan Hospital,2
2,Infections Observed,Nyack Hospital,10
2,Infections Observed,Good Samaritan Hospital of Suffern,10
2,Infections Observed,Claxton-Hepburn Medical Center,1
2,Infections Observed,Massena Memorial Hospital,
2,Infections Observed,Canton-Potsdam Hospital,7
2,Infections Observed,Saratoga Hospital,5
2,Infections Observed,Ellis Hospital,23
2,Infections Observed,Corning Hospital,3
2,Infections Observed,St James Mercy Hospital,1
2,Infections Observed,Brookhaven Memorial Hospital Medical Center Inc,9
2,Infections Observed,Southampton Hospital,1
2,Infections Observed,Eastern Long Island Hospital,0
2,Infections Observed,John T Mather Memorial Hospital of Port Jefferson New York Inc,12
2,Infections Observed,St Charles Hospital,4
2,Infections Observed,Huntington Hospital,12
2,Infections Observed,Southside Hospital,10
2,Infections Observed,Good Samaritan Hospital Medical Center,11
2,Infections Observed,Peconic Bay Medical Center,1
2,Infections Observed,St Catherine of Siena Hospital,12
2,Infections Observed,Catskill Regional Medical Center,1
2,Infections Observed,Cayuga Medical Center at Ithaca,5
2,Infections Observed,HealthAlliance Hospital Mary's Avenue Campus,0
2,Infections Observed,HealthAlliance Hospital Broadway Campus,2
2,Infections Observed,Glens Falls Hospital,7
2,Infections Observed,Newark-Wayne Community Hospital,2
2,Infections Observed,Hudson Valley Hospital Center,4
2,Infections Observed,White Plains Hospital Center,5
2,Infections Observed,Montefiore Mount Vernon Hospital,1
2,Infections Observed,Montefiore New Rochelle Hospital,7
2,Infections Observed,SJRH - St Johns Division,11
2,Infections Observed,St Joseph's Medical Center,4
2,Infections Observed,Northern Westchester Hospital,8
2,Infections Observed,Lawrence Hospital Center,6
2,Infections Observed,Phelps Memorial Hospital Assn,2
2,Infections Observed,Westchester Medical Center,21
2,Infections Observed,Wyoming County Community Hospital,0
2,Infections Observed,Jacobi Medical Center,10
2,Infections Observed,Montefiore Medical Center-Wakefield Hospital,6
2,Infections Observed,Montefiore Medical Center - Henry & Lucy Moses Div,28
2,Infections Observed,Lincoln Medical & Mental Health Center,7
2,Infections Observed,SBH Health System,5
2,Infections Observed,Bronx-Lebanon Hospital Center - Concourse Division,0
2,Infections Observed,Montefiore Medical Center - Montefiore Westchester Square,1
2,Infections Observed,North Central Bronx Hospital,
2,Infections Observed,Brookdale Hospital Medical Center,4
2,Infections Observed,Brooklyn Hospital Center - Downtown Campus,4
2,Infections Observed,"New York Community Hospital of Brooklyn, Inc",13
2,Infections Observed,Coney Island Hospital,6
2,Infections Observed,Kings County Hospital Center,0
2,Infections Observed,SUNY Downstate Medical Center at LICH,9
2,Infections Observed,Lutheran Medical Center,8
2,Infections Observed,Maimonides Medical Center,28
2,Infections Observed,New York Methodist Hospital,15
2,Infections Observed,Interfaith Medical Center,1
2,Infections Observed,Kingsbrook Jewish Medical Center,4
2,Infections Observed,Wyckoff Heights Medical Center,8
2,Infections Observed,University Hospital of Brooklyn,4
2,Infections Observed,Mount Sinai Beth Israel Brooklyn,3
2,Infections Observed,New York-Presbyterian/Lower Manhattan Hospital,2
2,Infections Observed,Bellevue Hospital Center,20
2,Infections Observed,Mount Sinai Beth Israel,31
2,Infections Observed,Harlem Hospital Center,1
2,Infections Observed,NYU Hospital for Joint Diseases,16
2,Infections Observed,Hospital for Special Surgery,15
2,Infections Observed,Lenox Hill Hospital,58
2,Infections Observed,Memorial Hospital for Cancer and Allied Diseases,31
2,Infections Observed,Metropolitan Hospital Center,2
2,Infections Observed,Mount Sinai Hospital,46
2,Infections Observed,New York Presbyterian Hospital - New York Weill Cornell Center,19
2,Infections Observed,NYU Hospitals Center,35
2,Infections Observed,New York Presbyterian Hospital - Columbia Presbyterian Center,30
2,Infections Observed,Mount Sinai Roosevelt,14
2,Infections Observed,Mount Sinai St. Luke's,15
2,Infections Observed,SVCMC-St Vincents Manhattan,16
2,Infections Observed,Elmhurst Hospital Center,3
2,Infections Observed,Flushing Hospital Medical Center,2
2,Infections Observed,Jamaica Hospital Medical Center,7
2,Infections Observed,Long Island Jewish Medical Center,31
2,Infections Observed,Peninsula Hospital Center,1
2,Infections Observed,Queens Hospital Center,0
2,Infections Observed,St Johns Episcopal Hospital So Shore,3
2,Infections Observed,New York Hospital Medical Center of Queens,33
2,Infections Observed,Forest Hills Hospital,9
2,Infections Observed,Mount Sinai Hospital - Mount Sinai Hospital of Queens,8
2,Infections Observed,Woodhull Medical & Mental Health Center,2
2,Infections Observed,Richmond University Medical Center,10
2,Infections Observed,Staten Island University Hosp-North,35
2,Infections Observed,North General Hospital,
2,Infections Observed,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,8
2,Infections Observed,Millard Fillmore Suburban Hospital,12
2,Infections Observed,New York Presbyterian Hospital - Allen Hospital,3
3,Infections Observed,Albany Medical Center Hospital,30
3,Infections Observed,Albany Memorial Hospital,5
3,Infections Observed,St Peters Hospital,19
3,Infections Observed,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,
3,Infections Observed,Our Lady of Lourdes Memorial Hospital Inc,13
3,Infections Observed,United Health Services Hospitals Inc. - Wilson Medical Center,13
3,Infections Observed,Olean General Hospital,5
3,Infections Observed,Auburn Community Hospital,0
3,Infections Observed,Brooks Memorial Hospital,5
3,Infections Observed,Woman's Christian Association,5
3,Infections Observed,TLC Health Network Lake Shore Hospital,0
3,Infections Observed,Arnot Ogden Medical Center,13
3,Infections Observed,St Josephs Hospital,1
3,Infections Observed,Chenango Memorial Hospital Inc,0
3,Infections Observed,Champlain Valley Physicians Hospital Medical Center,11
3,Infections Observed,Columbia Memorial Hospital,2
3,Infections Observed,Cortland Regional Medical Center Inc,1
3,Infections Observed,Mid-Hudson Valley Division of Westchester Medical Center,2
3,Infections Observed,Vassar Brothers Medical Center,3
3,Infections Observed,Northern Dutchess Hospital,1
3,Infections Observed,Buffalo General Medical Center,35
3,Infections Observed,Women And Children's Hospital Of Buffalo,0
3,Infections Observed,Erie County Medical Center,12
3,Infections Observed,Mercy Hospital,38
3,Infections Observed,Millard Fillmore Hospital,12
3,Infections Observed,Roswell Park Cancer Institute,7
3,Infections Observed,Sisters of Charity Hospital,6
3,Infections Observed,University Hospital,16
3,Infections Observed,Kenmore Mercy Hospital,9
3,Infections Observed,Sisters of Charity Hospital - St Joseph Campus,4
3,Infections Observed,Adirondack Medical Center-Saranac Lake Site,2
3,Infections Observed,Alice Hyde Medical Center,0
3,Infections Observed,Nathan Littauer Hospital,0
3,Infections Observed,United Memorial Medical Center North Street Campus,4
3,Infections Observed,Samaritan Medical Center,5
3,Infections Observed,Carthage Area Hospital Inc,
3,Infections Observed,Lewis County General Hospital,2
3,Infections Observed,Nicholas H Noyes Memorial Hospital,3
3,Infections Observed,Oneida Healthcare,0
3,Infections Observed,Community Memorial Hospital Inc,1
3,Infections Observed,Highland Hospital,18
3,Infections Observed,Rochester General Hospital,21
3,Infections Observed,Strong Memorial Hospital,23
3,Infections Observed,Lakeside Memorial Hospital,0
3,Infections Observed,The Unity Hospital of Rochester,9
3,Infections Observed,St. Mary's Healthcare,5
3,Infections Observed,Glen Cove Hospital,3
3,Infections Observed,Long Beach Medical Center,1
3,Infections Observed,Winthrop-University Hospital,26
3,Infections Observed,Mercy Medical Center,4
3,Infections Observed,Franklin Hospital,6
3,Infections Observed,South Nassau Communities Hospital,20
3,Infections Observed,Nassau University Medical Center,5
3,Infections Observed,North Shore University Hospital,57
3,Infections Observed,Syosset Hospital,1
3,Infections Observed,St. Joseph Hospital,1
3,Infections Observed,Plainview Hospital,11
3,Infections Observed,St Francis Hospital,43
3,Infections Observed,Eastern Niagara Hospital - Lockport Division,2
3,Infections Observed,Niagara Falls Memorial Medical Center,1
3,Infections Observed,Degraff Memorial Hospital,2
3,Infections Observed,Mount St Marys Hospital and Health Center,2
3,Infections Observed,Eastern Niagara Hospital - Newfane Division,2
3,Infections Observed,"Rome Memorial Hospital, Inc",0
3,Infections Observed,St Elizabeth Medical Center,11
3,Infections Observed,Faxton-St Lukes Healthcare St Lukes Division,7
3,Infections Observed,UPSTATE University Hospital at Community General,11
3,Infections Observed,St Josephs Hospital Health Center,40
3,Infections Observed,University Hospital SUNY Health Science Center,11
3,Infections Observed,Crouse Hospital,13
3,Infections Observed,Geneva General Hospital,0
3,Infections Observed,Clifton Springs Hospital and Clinic,6
3,Infections Observed,F F Thompson Hospital,0
3,Infections Observed,St Luke's Cornwall Hospital/Newburgh,2
3,Infections Observed,Orange Regional Medical Center,10
3,Infections Observed,St Anthony Community Hospital,2
3,Infections Observed,Bon Secours Community Hospital,2
3,Infections Observed,Medina Memorial Hospital,2
3,Infections Observed,Oswego Hospital,0
3,Infections Observed,Aurelia Osborn Fox Memorial Hospital,0
3,Infections Observed,Mary Imogene Bassett Hospital,11
3,Infections Observed,Putnam Hospital Center,0
3,Infections Observed,St. Mary's Hospital,10
3,Infections Observed,Samaritan Hospital,2
3,Infections Observed,Nyack Hospital,7
3,Infections Observed,Good Samaritan Hospital of Suffern,4
3,Infections Observed,Claxton-Hepburn Medical Center,0
3,Infections Observed,Massena Memorial Hospital,
3,Infections Observed,Gouverneur Hospital,
3,Infections Observed,Canton-Potsdam Hospital,3
3,Infections Observed,Saratoga Hospital,9
3,Infections Observed,Ellis Hospital,12
3,Infections Observed,Corning Hospital,1
3,Infections Observed,St James Mercy Hospital,4
3,Infections Observed,Brookhaven Memorial Hospital Medical Center Inc,12
3,Infections Observed,Southampton Hospital,0
3,Infections Observed,Eastern Long Island Hospital,1
3,Infections Observed,John T Mather Memorial Hospital of Port Jefferson New York Inc,13
3,Infections Observed,St Charles Hospital,8
3,Infections Observed,Huntington Hospital,10
3,Infections Observed,Southside Hospital,3
3,Infections Observed,Good Samaritan Hospital Medical Center,13
3,Infections Observed,Peconic Bay Medical Center,3
3,Infections Observed,St Catherine of Siena Hospital,10
3,Infections Observed,Catskill Regional Medical Center,0
3,Infections Observed,Cayuga Medical Center at Ithaca,8
3,Infections Observed,HealthAlliance Hospital Mary's Avenue Campus,0
3,Infections Observed,HealthAlliance Hospital Broadway Campus,0
3,Infections Observed,Glens Falls Hospital,9
3,Infections Observed,Newark-Wayne Community Hospital,4
3,Infections Observed,Hudson Valley Hospital Center,2
3,Infections Observed,White Plains Hospital Center,6
3,Infections Observed,Montefiore Mount Vernon Hospital,1
3,Infections Observed,Montefiore New Rochelle Hospital,8
3,Infections Observed,SJRH - St Johns Division,7
3,Infections Observed,St Joseph's Medical Center,0
3,Infections Observed,Northern Westchester Hospital,7
3,Infections Observed,Lawrence Hospital Center,6
3,Infections Observed,Phelps Memorial Hospital Assn,5
3,Infections Observed,Westchester Medical Center,19
3,Infections Observed,Wyoming County Community Hospital,2
3,Infections Observed,Jacobi Medical Center,10
3,Infections Observed,Montefiore Medical Center-Wakefield Hospital,0
3,Infections Observed,Montefiore Medical Center - Henry & Lucy Moses Div,19
3,Infections Observed,Lincoln Medical & Mental Health Center,4
3,Infections Observed,SBH Health System,3
3,Infections Observed,Bronx-Lebanon Hospital Center - Concourse Division,3
3,Infections Observed,Montefiore Medical Center - Montefiore Westchester Square,0
3,Infections Observed,North Central Bronx Hospital,
3,Infections Observed,Brookdale Hospital Medical Center,2
3,Infections Observed,Brooklyn Hospital Center - Downtown Campus,14
3,Infections Observed,"New York Community Hospital of Brooklyn, Inc",5
3,Infections Observed,Coney Island Hospital,3
3,Infections Observed,Kings County Hospital Center,6
3,Infections Observed,SUNY Downstate Medical Center at LICH,6
3,Infections Observed,Lutheran Medical Center,3
3,Infections Observed,Maimonides Medical Center,20
3,Infections Observed,New York Methodist Hospital,9
3,Infections Observed,Interfaith Medical Center,1
3,Infections Observed,Kingsbrook Jewish Medical Center,6
3,Infections Observed,Wyckoff Heights Medical Center,3
3,Infections Observed,University Hospital of Brooklyn,4
3,Infections Observed,Mount Sinai Beth Israel Brooklyn,1
3,Infections Observed,New York-Presbyterian/Lower Manhattan Hospital,2
3,Infections Observed,Bellevue Hospital Center,21
3,Infections Observed,Mount Sinai Beth Israel,21
3,Infections Observed,Harlem Hospital Center,3
3,Infections Observed,NYU Hospital for Joint Diseases,11
3,Infections Observed,Hospital for Special Surgery,12
3,Infections Observed,Lenox Hill Hospital,29
3,Infections Observed,Memorial Hospital for Cancer and Allied Diseases,27
3,Infections Observed,Metropolitan Hospital Center,1
3,Infections Observed,Mount Sinai Hospital,38
3,Infections Observed,New York Presbyterian Hospital - New York Weill Cornell Center,43
3,Infections Observed,NYU Hospitals Center,20
3,Infections Observed,New York Presbyterian Hospital - Columbia Presbyterian Center,33
3,Infections Observed,Mount Sinai Roosevelt,11
3,Infections Observed,Mount Sinai St. Luke's,9
3,Infections Observed,Elmhurst Hospital Center,3
3,Infections Observed,Flushing Hospital Medical Center,6
3,Infections Observed,Jamaica Hospital Medical Center,8
3,Infections Observed,Long Island Jewish Medical Center,24
3,Infections Observed,Peninsula Hospital Center,1
3,Infections Observed,Queens Hospital Center,3
3,Infections Observed,St Johns Episcopal Hospital So Shore,2
3,Infections Observed,New York Hospital Medical Center of Queens,22
3,Infections Observed,Forest Hills Hospital,13
3,Infections Observed,Mount Sinai Hospital - Mount Sinai Hospital of Queens,11
3,Infections Observed,Woodhull Medical & Mental Health Center,3
3,Infections Observed,Richmond University Medical Center,10
3,Infections Observed,Staten Island University Hosp-North,21
3,Infections Observed,Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div,21
3,Infections Observed,Millard Fillmore Suburban Hospital,19
3,Infections Observed,New York Presbyterian Hospital - Allen Hospital,5
4,Infections Observed,Albany Medical Center Hospital,26
4,Infections Observed,Albany Memorial Hospital,5
4,Infections Observed,St Peters Hospital,30
4,Infections Observed,Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp,
4,Infections Observed,Our Lady of Lourdes Memorial Hospital Inc,8
4,Infections Observed,United Health Services Hospitals Inc. - Wilson Medical Center,15
4,Infections Observed,Olean General Hospital,5
4,Infections Observed,Auburn Community Hospital,0
4,Infections Observed,Brooks Memorial Hospital,1
4,Infections Observed,Woman's Christian Association,3
4,Infections Observed,TLC Health Network Lake Shore Hospital,2
4,Infections Observed,Arnot Ogden Medical Center,15
4,Infections Observed,St Josephs Hospital,3
4,Infections Observed,Chenango Memorial Hospital Inc,2
4,Infections Observed,Champlain Valley Physicians Hospital Medical Center,6
4,Infections Observed,Columbia Memorial Hospital,2
4,Infections Observed,Cortland Regional Medical Center Inc,1
4,Infections Observed,Mid-Hudson Valley Division of Westchester Medical Center,1
4,Infections Observed,Vassar Brothers Medical Center,3
4,Infections Observed,Northern Dutchess Hospital,1
4,Infections Observed,Buffalo General Medical Center,36
4,Infections Observed,Women And Children's Hospital Of Buffalo,0
4,Infections Observed,Erie County Medical Center,6
